symbol,datetrade,dateexpiration,contractsize,initmargin
ZT=F,2004-12,2004-12-16,1007,5790.421984668479
ZT=F,2005-01,2005-01-18,1005,5790.1374394406985
ZT=F,2005-02,2005-02-16,1005,5788.67681193589
ZT=F,2005-03,2005-03-16,1006,5788.470652582736
ZT=F,2005-04,2005-04-16,1006,5788.672167684325
ZT=F,2005-05,2005-05-17,1005,5789.67560464863
ZT=F,2005-06,2005-06-16,1008,5790.306940729798
ZT=F,2005-07,2005-07-16,1010,5791.227358615048
ZT=F,2005-08,2005-08-16,1006,5791.060821582702
ZT=F,2005-09,2005-09-16,1007,5791.036202129118
ZT=F,2005-10,2005-10-18,1009,5787.393509804828
ZT=F,2005-11,2005-11-16,1010,5791.041584966337
ZT=F,2005-12,2005-12-16,1009,5788.31427252977
ZT=F,2006-01,2006-01-18,1006,5790.8750195959465
ZT=F,2006-02,2006-02-16,1007,5787.707920851241
ZT=F,2006-03,2006-03-16,1010,5788.6216935073835
ZT=F,2006-04,2006-04-18,1008,5788.401261125462
ZT=F,2006-05,2006-05-16,1007,5788.524186197005
ZT=F,2006-06,2006-06-16,1009,5787.2047270172225
ZT=F,2006-07,2006-07-18,1007,5791.236497048254
ZT=F,2006-08,2006-08-16,1008,5786.655513388512
ZT=F,2006-09,2006-09-16,1008,5790.620736218193
ZT=F,2006-10,2006-10-17,1007,5788.135869960826
ZT=F,2006-11,2006-11-16,1007,5788.171684350844
ZT=F,2006-12,2006-12-16,1010,5790.941749803665
ZT=F,2007-01,2007-01-17,1009,5790.04277161519
ZT=F,2007-02,2007-02-16,1010,5788.637140441043
ZT=F,2007-03,2007-03-16,1008,5789.199581661993
ZT=F,2007-04,2007-04-17,1005,5788.051430831329
ZT=F,2007-05,2007-05-16,1005,5788.05836517639
ZT=F,2007-06,2007-06-16,1007,5787.8875926149785
ZT=F,2007-07,2007-07-17,1009,5790.523988179679
ZT=F,2007-08,2007-08-16,1005,5791.333803822195
ZT=F,2007-09,2007-09-19,1006,5787.37302700522
ZT=F,2007-10,2007-10-16,1006,5788.686793252088
ZT=F,2007-11,2007-11-16,1007,5787.90682972769
ZT=F,2007-12,2007-12-18,1007,5790.08835322167
ZT=F,2008-01,2008-01-17,1007,5789.854962045842
ZT=F,2008-02,2008-02-16,1005,5788.870079370342
ZT=F,2008-03,2008-03-18,1005,5786.641984375857
ZT=F,2008-04,2008-04-16,1009,5790.535236798404
ZT=F,2008-05,2008-05-16,1010,5788.540832508389
ZT=F,2008-06,2008-06-17,1008,5788.212524848628
ZT=F,2008-07,2008-07-16,1005,5791.0820835518325
ZT=F,2008-08,2008-08-16,1008,5788.89789945405
ZT=F,2008-09,2008-09-17,1006,5788.102985577669
ZT=F,2008-10,2008-10-16,1010,5786.642630284802
ZT=F,2008-11,2008-11-18,1008,5790.1021564897355
ZT=F,2008-12,2008-12-16,1009,5790.617849610021
ZT=F,2009-01,2009-01-17,1006,5787.521175908823
ZT=F,2009-02,2009-02-17,1007,5787.838060878015
ZT=F,2009-03,2009-03-17,1005,5788.670475978661
ZT=F,2009-04,2009-04-16,1009,5787.243278764358
ZT=F,2009-05,2009-05-16,1010,5787.662150639019
ZT=F,2009-06,2009-06-16,1005,5789.582446192201
ZT=F,2009-07,2009-07-16,1010,5787.793269994555
ZT=F,2009-08,2009-08-18,1010,5788.171256188952
ZT=F,2009-09,2009-09-16,1007,5787.011741344273
ZT=F,2009-10,2009-10-16,1008,5788.933888271575
ZT=F,2009-11,2009-11-17,1005,5787.770784377116
ZT=F,2009-12,2009-12-16,1005,5789.402994711767
ZT=F,2010-01,2010-01-19,1006,5790.105691444145
ZT=F,2010-02,2010-02-16,1006,5788.927685055653
ZT=F,2010-03,2010-03-16,1005,5788.593112017102
ZT=F,2010-04,2010-04-16,1007,5787.858718962212
ZT=F,2010-05,2010-05-18,1009,5786.552103558998
ZT=F,2010-06,2010-06-16,1005,5788.370799917693
ZT=F,2010-07,2010-07-16,1007,5787.33406092585
ZT=F,2010-08,2010-08-17,1008,5789.130107384996
ZT=F,2010-09,2010-09-16,1007,5786.805857762142
ZT=F,2010-10,2010-10-16,1009,5789.123579279773
ZT=F,2010-11,2010-11-16,1006,5787.073288800938
ZT=F,2010-12,2010-12-16,1009,5788.331787350611
ZT=F,2011-01,2011-01-18,1006,5787.873542679986
ZT=F,2011-02,2011-02-16,1010,5789.279603705305
ZT=F,2011-03,2011-03-16,1006,5786.676082653388
ZT=F,2011-04,2011-04-16,1010,5787.987557861085
ZT=F,2011-05,2011-05-17,1005,5788.139828595919
ZT=F,2011-06,2011-06-16,1010,5789.114224417918
ZT=F,2011-07,2011-07-16,1007,5789.376124204812
ZT=F,2011-08,2011-08-16,1005,5787.4506085318435
ZT=F,2011-09,2011-09-16,1006,5788.295435193148
ZT=F,2011-10,2011-10-18,1006,5789.22429280762
ZT=F,2011-11,2011-11-16,1008,5787.032285118323
ZT=F,2011-12,2011-12-16,1008,5790.636371367064
ZT=F,2012-01,2012-01-18,1009,5789.592509899749
ZT=F,2012-02,2012-02-16,1010,5791.108123601464
ZT=F,2012-03,2012-03-16,1007,5791.1675847448805
ZT=F,2012-04,2012-04-17,1008,5789.187083647541
ZT=F,2012-05,2012-05-16,1005,5790.848838932726
ZT=F,2012-06,2012-06-16,1008,5790.170780013462
ZT=F,2012-07,2012-07-17,1005,5788.078138103331
ZT=F,2012-08,2012-08-16,1009,5791.448057746558
ZT=F,2012-09,2012-09-19,1009,5789.87216788611
ZT=F,2012-10,2012-10-16,1009,5787.882402167917
ZT=F,2012-11,2012-11-16,1007,5789.998033090643
ZT=F,2012-12,2012-12-18,1010,5787.544787807853
ZT=F,2013-01,2013-01-17,1006,5789.101897956892
ZT=F,2013-02,2013-02-16,1009,5789.875947679047
ZT=F,2013-03,2013-03-16,1005,5786.890127046263
ZT=F,2013-04,2013-04-16,1006,5786.575606961758
ZT=F,2013-05,2013-05-16,1005,5789.506108255012
ZT=F,2013-06,2013-06-18,1006,5788.306052501572
ZT=F,2013-07,2013-07-16,1009,5787.534387230059
ZT=F,2013-08,2013-08-16,1008,5788.939287168209
ZT=F,2013-09,2013-09-18,1009,5791.027680083203
ZT=F,2013-10,2013-10-16,1009,5786.904422653405
ZT=F,2013-11,2013-11-16,1005,5788.488159879447
ZT=F,2013-12,2013-12-17,1006,5786.86058485348
ZT=F,2014-01,2014-01-17,1006,5789.810303664472
ZT=F,2014-02,2014-02-18,1005,5791.1672872040435
ZT=F,2014-03,2014-03-18,1010,5787.326965663344
ZT=F,2014-04,2014-04-16,1009,5788.691611787134
ZT=F,2014-05,2014-05-16,1007,5788.741996494084
ZT=F,2014-06,2014-06-17,1010,5788.051288529298
ZT=F,2014-07,2014-07-16,1007,5788.103246550665
ZT=F,2014-08,2014-08-16,1005,5788.306591852595
ZT=F,2014-09,2014-09-17,1005,5790.3780282083835
ZT=F,2014-10,2014-10-16,1006,5789.177188701178
ZT=F,2014-11,2014-11-18,1006,5787.46844655801
ZT=F,2014-12,2014-12-16,1009,5786.800735567845
ZT=F,2015-01,2015-01-17,1005,5786.65191527911
ZT=F,2015-02,2015-02-17,1009,5790.810466396492
ZT=F,2015-03,2015-03-17,1008,5789.707441377276
ZT=F,2015-04,2015-04-16,1007,5787.583941443414
ZT=F,2015-05,2015-05-16,1010,5787.581532498491
ZT=F,2015-06,2015-06-16,1007,5790.736336378059
ZT=F,2015-07,2015-07-16,1007,5786.888579355772
ZT=F,2015-08,2015-08-18,1010,5789.422938764396
ZT=F,2015-09,2015-09-16,1006,5791.313780092038
ZT=F,2015-10,2015-10-16,1006,5788.29421471049
ZT=F,2015-11,2015-11-17,1009,5790.455056138898
ZT=F,2015-12,2015-12-16,1008,5789.203447180248
ZT=F,2016-01,2016-01-19,1006,5788.5175109699285
ZT=F,2016-02,2016-02-16,1005,5786.807128012638
ZT=F,2016-03,2016-03-16,1006,5788.01815242794
ZT=F,2016-04,2016-04-16,1006,5788.352838428964
ZT=F,2016-05,2016-05-17,1007,5788.353647297971
ZT=F,2016-06,2016-06-16,1010,5790.551335730048
ZT=F,2016-07,2016-07-16,1007,5791.254145138768
ZT=F,2016-08,2016-08-16,1008,5787.862521256305
ZT=F,2016-09,2016-09-16,1009,5789.857917162648
ZT=F,2016-10,2016-10-18,1008,5789.174357332399
ZT=F,2016-11,2016-11-16,1005,5788.346329815679
ZT=F,2016-12,2016-12-16,1007,5790.8028812173925
ZT=F,2017-01,2017-01-18,1006,5788.512231481755
ZT=F,2017-02,2017-02-16,1005,5789.008502500557
ZT=F,2017-03,2017-03-16,1008,5789.51080667722
ZT=F,2017-04,2017-04-18,1006,5787.054229071152
ZT=F,2017-05,2017-05-16,1008,5788.788153647114
ZT=F,2017-06,2017-06-16,1007,5791.316452790528
ZT=F,2017-07,2017-07-18,1007,5787.585274139463
ZT=F,2017-08,2017-08-16,1009,5789.658777293539
ZT=F,2017-09,2017-09-16,1007,5789.144635955958
ZT=F,2017-10,2017-10-17,1007,5788.844683776141
ZT=F,2017-11,2017-11-16,1005,5787.74016525321
ZT=F,2017-12,2017-12-16,1009,5787.506789198062
ZT=F,2018-01,2018-01-17,1006,5787.409710520643
ZT=F,2018-02,2018-02-16,1007,5786.64113885559
ZT=F,2018-03,2018-03-16,1008,5787.501874714035
ZT=F,2018-04,2018-04-17,1009,5787.057176738506
ZT=F,2018-05,2018-05-16,1010,5788.863159007545
ZT=F,2018-06,2018-06-16,1005,5787.865611778259
ZT=F,2018-07,2018-07-17,1008,5787.720450478127
ZT=F,2018-08,2018-08-16,1006,5789.4937140623215
ZT=F,2018-09,2018-09-19,1007,5790.394222182712
ZT=F,2018-10,2018-10-16,1007,5790.683204314704
ZT=F,2018-11,2018-11-16,1010,5786.971551803094
ZT=F,2018-12,2018-12-18,1007,5786.7501197701895
ZT=F,2019-01,2019-01-17,1006,5788.985107353331
ZT=F,2019-02,2019-02-16,1007,5789.668775643831
ZT=F,2019-03,2019-03-16,1008,5791.02905297978
ZT=F,2019-04,2019-04-16,1007,5789.028336221194
ZT=F,2019-05,2019-05-16,1008,5788.183186391946
ZT=F,2019-06,2019-06-18,1005,5787.897033552176
ZT=F,2019-07,2019-07-16,1006,5789.495231151022
ZT=F,2019-08,2019-08-16,1010,5791.242982691391
ZT=F,2019-09,2019-09-18,1008,5789.360282724826
ZT=F,2019-10,2019-10-16,1005,5789.816369268412
ZT=F,2019-11,2019-11-16,1010,5790.206321060665
ZT=F,2019-12,2019-12-17,1007,5790.891850904302
ZT=F,2020-01,2020-01-17,1009,5791.04616870625
ZT=F,2020-02,2020-02-18,1005,5787.776397345342
ZT=F,2020-03,2020-03-17,1008,5787.12618268055
ZT=F,2020-04,2020-04-16,1010,5789.392620103337
ZT=F,2020-05,2020-05-16,1009,5788.475927699076
ZT=F,2020-06,2020-06-16,1010,5788.947508615026
ZT=F,2020-07,2020-07-16,1010,5790.951196333702
ZT=F,2020-08,2020-08-18,1007,5790.102570736406
ZT=F,2020-09,2020-09-16,1010,5790.626099571591
ZT=F,2020-10,2020-10-16,1008,5789.364621021527
ZT=F,2020-11,2020-11-17,1010,5789.498441422878
ZT=F,2020-12,2020-12-16,1007,5791.113187250756
ZT=F,2021-01,2021-01-19,1010,5789.569287179053
ZT=F,2021-02,2021-02-16,1008,5787.361460237868
ZT=F,2021-03,2021-03-16,1010,5788.473925494483
ZT=F,2021-04,2021-04-16,1008,5791.346864588282
ZT=F,2021-05,2021-05-18,1006,5789.669396927924
ZT=F,2021-06,2021-06-16,1005,5791.214007864813
ZT=F,2021-07,2021-07-16,1005,5789.964608683836
ZT=F,2021-08,2021-08-17,1007,5791.046417942546
ZT=F,2021-09,2021-09-16,1007,5790.808405712033
ZT=F,2021-10,2021-10-16,1008,5786.531936340195
ZT=F,2021-11,2021-11-16,1009,5787.585816709909
ZT=F,2021-12,2021-12-16,1007,5790.1413209336615
ZT=F,2022-01,2022-01-18,1005,5789.0454765768145
ZT=F,2022-02,2022-02-16,1008,5790.473239505827
ZT=F,2022-03,2022-03-16,1005,5789.148293283743
ZT=F,2022-04,2022-04-16,1008,5787.616748322637
ZT=F,2022-05,2022-05-17,1010,5788.717028165909
ZT=F,2022-06,2022-06-16,1008,5788.765277881114
ZT=F,2022-07,2022-07-16,1006,5786.67633970387
ZT=F,2022-08,2022-08-16,1007,5787.4647952353735
ZT=F,2022-09,2022-09-16,1007,5787.075668227507
ZT=F,2022-10,2022-10-18,1008,5791.364807951843
ZT=F,2022-11,2022-11-16,1007,5787.14185915197
ZT=F,2022-12,2022-12-16,1010,5790.425296165472
ZT=F,2023-01,2023-01-18,1005,5788.173584652762
ZT=F,2023-02,2023-02-16,1007,5787.086353377437
ZT=F,2023-03,2023-03-16,1005,5788.615424660785
ZT=F,2023-04,2023-04-18,1005,5787.262372309604
ZT=F,2023-05,2023-05-16,1008,5788.972982600592
ZT=F,2023-06,2023-06-16,1008,5786.972972049922
ZT=F,2023-07,2023-07-18,1007,5789.01368059683
ZT=F,2023-08,2023-08-16,1010,5789.375628691273
ZT=F,2023-09,2023-09-16,1006,5790.18545300671
ZT=F,2023-10,2023-10-17,1009,5787.86812555398
ZT=F,2023-11,2023-11-16,1008,5788.774914050269
ZT=F,2023-12,2023-12-16,1007,5787.5170630093735
ZT=F,2024-01,2024-01-17,1008,5791.236070901916
ZT=F,2024-02,2024-02-16,1009,5786.735434096674
MGC=F,2000-08,2000-09-14,259,2511.6116514888668
MGC=F,2000-09,2000-09-16,259,2512.5321757419442
MGC=F,2000-10,2000-10-17,257,2511.2016493576416
MGC=F,2000-11,2000-11-16,255,2508.8187861448914
MGC=F,2000-12,2000-12-16,257,2513.1073358491813
MGC=F,2001-01,2001-01-17,255,2509.694345258728
MGC=F,2001-02,2001-02-16,257,2510.0860389060576
MGC=F,2001-03,2001-03-16,260,2513.29702449826
MGC=F,2001-04,2001-04-17,259,2510.876297615313
MGC=F,2001-05,2001-05-16,260,2513.1530419344213
MGC=F,2001-06,2001-06-16,258,2509.735230461539
MGC=F,2001-07,2001-07-17,258,2510.285205367157
MGC=F,2001-08,2001-08-16,255,2510.7046965805425
MGC=F,2001-09,2001-09-19,257,2509.219996218068
MGC=F,2001-10,2001-10-16,258,2512.562859653362
MGC=F,2001-11,2001-11-16,255,2508.663159098435
MGC=F,2001-12,2001-12-18,255,2509.425988735933
MGC=F,2002-01,2002-01-17,256,2513.0669531535113
MGC=F,2002-02,2002-02-16,259,2512.35060202608
MGC=F,2002-03,2002-03-16,256,2512.72632110946
MGC=F,2002-04,2002-04-16,260,2508.9559588060984
MGC=F,2002-05,2002-05-16,256,2510.9788846255483
MGC=F,2002-06,2002-06-18,260,2512.6902176381936
MGC=F,2002-07,2002-07-16,257,2510.911904282621
MGC=F,2002-08,2002-08-16,259,2513.040449495361
MGC=F,2002-09,2002-09-18,257,2512.6269144225444
MGC=F,2002-10,2002-10-16,258,2508.6006781987608
MGC=F,2002-11,2002-11-16,258,2513.3321933494763
MGC=F,2002-12,2002-12-17,255,2512.159064834485
MGC=F,2003-01,2003-01-17,256,2509.8687848647955
MGC=F,2003-02,2003-02-18,259,2508.4767646549276
MGC=F,2003-03,2003-03-18,259,2513.2546929870377
MGC=F,2003-04,2003-04-16,260,2511.6736269474454
MGC=F,2003-05,2003-05-16,259,2510.662280558488
MGC=F,2003-06,2003-06-17,255,2510.638555740466
MGC=F,2003-07,2003-07-16,255,2510.286868019573
MGC=F,2003-08,2003-08-16,256,2511.3567753467823
MGC=F,2003-09,2003-09-17,257,2512.363552366016
MGC=F,2003-10,2003-10-16,255,2509.1465728235235
MGC=F,2003-11,2003-11-18,260,2510.347840467139
MGC=F,2003-12,2003-12-16,260,2508.9142086062393
MGC=F,2004-01,2004-01-20,257,2513.076369162774
MGC=F,2004-02,2004-02-17,258,2510.576160006484
MGC=F,2004-03,2004-03-16,260,2510.122948167081
MGC=F,2004-04,2004-04-16,260,2513.253792459852
MGC=F,2004-05,2004-05-18,256,2509.939679475664
MGC=F,2004-06,2004-06-16,260,2513.2445676333978
MGC=F,2004-07,2004-07-16,259,2510.6202652583743
MGC=F,2004-08,2004-08-17,255,2512.6858481854424
MGC=F,2004-09,2004-09-16,258,2511.9204135336663
MGC=F,2004-10,2004-10-16,256,2512.3738481261075
MGC=F,2004-11,2004-11-16,258,2508.7115668677184
MGC=F,2004-12,2004-12-16,256,2509.8848928271786
MGC=F,2005-01,2005-01-18,257,2511.229781203
MGC=F,2005-02,2005-02-16,258,2509.956925477995
MGC=F,2005-03,2005-03-16,255,2508.949248787597
MGC=F,2005-04,2005-04-16,258,2510.544237937318
MGC=F,2005-05,2005-05-17,256,2511.912745858782
MGC=F,2005-06,2005-06-16,258,2511.442375775411
MGC=F,2005-07,2005-07-16,256,2508.6161457136222
MGC=F,2005-08,2005-08-16,259,2509.553997434793
MGC=F,2005-09,2005-09-16,260,2511.639197107798
MGC=F,2005-10,2005-10-18,257,2508.846721954967
MGC=F,2005-11,2005-11-16,255,2508.5191037623113
MGC=F,2005-12,2005-12-16,256,2510.29169353702
MGC=F,2006-01,2006-01-18,257,2511.498213795734
MGC=F,2006-02,2006-02-16,259,2510.2515967565155
MGC=F,2006-03,2006-03-16,256,2513.0572378051693
MGC=F,2006-04,2006-04-18,258,2508.502988742017
MGC=F,2006-05,2006-05-16,255,2511.0536689133683
MGC=F,2006-06,2006-06-16,258,2511.109436532187
MGC=F,2006-07,2006-07-18,257,2510.9174683682572
MGC=F,2006-08,2006-08-16,260,2513.328282246442
MGC=F,2006-09,2006-09-16,255,2508.77009625243
MGC=F,2006-10,2006-10-17,256,2512.871157963647
MGC=F,2006-11,2006-11-16,260,2510.9511023206646
MGC=F,2006-12,2006-12-16,258,2512.8605787602573
MGC=F,2007-01,2007-01-17,258,2510.604673724488
MGC=F,2007-02,2007-02-16,260,2509.6567141245278
MGC=F,2007-03,2007-03-16,260,2511.8876355313914
MGC=F,2007-04,2007-04-17,256,2509.9135545466606
MGC=F,2007-05,2007-05-16,256,2510.748409830303
MGC=F,2007-06,2007-06-16,256,2509.7316621318328
MGC=F,2007-07,2007-07-17,260,2510.553552965848
MGC=F,2007-08,2007-08-16,257,2510.3273499535535
MGC=F,2007-09,2007-09-19,255,2511.7244209786513
MGC=F,2007-10,2007-10-16,258,2509.672274675118
MGC=F,2007-11,2007-11-16,258,2509.5550407828446
MGC=F,2007-12,2007-12-18,260,2510.235642908626
MGC=F,2008-01,2008-01-17,257,2513.0225814336713
MGC=F,2008-02,2008-02-16,257,2512.8772401029987
MGC=F,2008-03,2008-03-18,259,2510.504707318424
MGC=F,2008-04,2008-04-16,257,2508.806025687519
MGC=F,2008-05,2008-05-16,255,2512.374260385486
MGC=F,2008-06,2008-06-17,257,2511.7543625136454
MGC=F,2008-07,2008-07-16,259,2508.748436852323
MGC=F,2008-08,2008-08-16,256,2512.491130920367
MGC=F,2008-09,2008-09-17,259,2510.3206260364595
MGC=F,2008-10,2008-10-16,260,2512.1306956881153
MGC=F,2008-11,2008-11-18,256,2510.149408977776
MGC=F,2008-12,2008-12-16,259,2511.5610514389573
MGC=F,2009-01,2009-01-17,256,2511.211563762568
MGC=F,2009-02,2009-02-17,257,2512.8740311185848
MGC=F,2009-03,2009-03-17,259,2513.2144035358892
MGC=F,2009-04,2009-04-16,260,2512.880071892058
MGC=F,2009-05,2009-05-16,255,2509.357183401944
MGC=F,2009-06,2009-06-16,255,2513.08610081928
MGC=F,2009-07,2009-07-16,257,2511.035982604138
MGC=F,2009-08,2009-08-18,257,2512.224558033386
MGC=F,2009-09,2009-09-16,260,2509.056034746241
MGC=F,2009-10,2009-10-16,258,2509.4662280670022
MGC=F,2009-11,2009-11-17,260,2509.921151442435
MGC=F,2009-12,2009-12-16,258,2513.351273013761
MGC=F,2010-01,2010-01-19,257,2513.000453117658
MGC=F,2010-02,2010-02-16,256,2512.572228226062
MGC=F,2010-03,2010-03-16,260,2512.5813757705237
MGC=F,2010-04,2010-04-16,260,2512.893722376699
MGC=F,2010-05,2010-05-18,256,2513.2034833501903
MGC=F,2010-06,2010-06-16,255,2510.820609978416
MGC=F,2010-07,2010-07-16,260,2512.3382033108296
MGC=F,2010-08,2010-08-17,255,2510.636842892012
MGC=F,2010-09,2010-09-16,258,2511.507734507437
MGC=F,2010-10,2010-10-16,259,2511.123084151392
MGC=F,2010-11,2010-11-16,255,2510.0723457637546
MGC=F,2010-12,2010-12-16,260,2509.271503058546
MGC=F,2011-01,2011-01-18,255,2509.2617819151387
MGC=F,2011-02,2011-02-16,256,2508.6923706512575
MGC=F,2011-03,2011-03-16,255,2511.5974349791136
MGC=F,2011-04,2011-04-16,256,2509.91969926757
MGC=F,2011-05,2011-05-17,255,2511.0058173667694
MGC=F,2011-06,2011-06-16,257,2512.910092773889
MGC=F,2011-07,2011-07-16,257,2509.8042284228773
MGC=F,2011-08,2011-08-16,256,2508.6870045418586
MGC=F,2011-09,2011-09-16,260,2511.4039836290854
MGC=F,2011-10,2011-10-18,260,2508.937849248415
MGC=F,2011-11,2011-11-16,260,2508.5510984328166
MGC=F,2011-12,2011-12-16,256,2512.738075556763
MGC=F,2012-01,2012-01-18,258,2509.8874097277017
MGC=F,2012-02,2012-02-16,260,2512.4559416345514
MGC=F,2012-03,2012-03-16,259,2510.957048750354
MGC=F,2012-04,2012-04-17,258,2512.8754601658643
MGC=F,2012-05,2012-05-16,260,2510.401307954142
MGC=F,2012-06,2012-06-16,256,2510.2048169087984
MGC=F,2012-07,2012-07-17,260,2512.811545709528
MGC=F,2012-08,2012-08-16,257,2511.7773811843463
MGC=F,2012-09,2012-09-19,259,2512.4448861573323
MGC=F,2012-10,2012-10-16,256,2509.71040019299
MGC=F,2012-11,2012-11-16,260,2509.1254086977974
MGC=F,2012-12,2012-12-18,256,2509.5453227345606
MGC=F,2013-01,2013-01-17,260,2511.4949447958834
MGC=F,2013-02,2013-02-16,257,2509.900968465135
MGC=F,2013-03,2013-03-16,258,2509.1690669720915
MGC=F,2013-04,2013-04-16,260,2512.634542493056
MGC=F,2013-05,2013-05-16,257,2510.954451813566
MGC=F,2013-06,2013-06-18,255,2510.7303045415133
MGC=F,2013-07,2013-07-16,260,2513.452367895793
MGC=F,2013-08,2013-08-16,260,2509.017668344579
MGC=F,2013-09,2013-09-18,258,2508.723606936247
MGC=F,2013-10,2013-10-16,256,2510.9839688936954
MGC=F,2013-11,2013-11-16,258,2509.68534267382
MGC=F,2013-12,2013-12-17,260,2510.302710549452
MGC=F,2014-01,2014-01-17,258,2510.775554616801
MGC=F,2014-02,2014-02-18,258,2508.5697207491125
MGC=F,2014-03,2014-03-18,260,2509.5282276811245
MGC=F,2014-04,2014-04-16,255,2509.065862607129
MGC=F,2014-05,2014-05-16,259,2510.8608278442252
MGC=F,2014-06,2014-06-17,258,2509.9534030277337
MGC=F,2014-07,2014-07-16,257,2508.710530015197
MGC=F,2014-08,2014-08-16,260,2510.003461207783
MGC=F,2014-09,2014-09-17,257,2510.0104072580966
MGC=F,2014-10,2014-10-16,260,2511.9477525252028
MGC=F,2014-11,2014-11-18,259,2510.9309441867254
MGC=F,2014-12,2014-12-16,259,2509.777289279653
MGC=F,2015-01,2015-01-17,256,2511.9338369877764
MGC=F,2015-02,2015-02-17,256,2509.554810600531
MGC=F,2015-03,2015-03-17,256,2508.5541891651765
MGC=F,2015-04,2015-04-16,259,2511.545187232071
MGC=F,2015-05,2015-05-16,255,2508.67304615403
MGC=F,2015-06,2015-06-16,255,2508.537737783177
MGC=F,2015-07,2015-07-16,259,2511.2445134111313
MGC=F,2015-08,2015-08-18,256,2509.060451967725
MGC=F,2015-09,2015-09-16,255,2510.2202311180613
MGC=F,2015-10,2015-10-16,258,2510.719582816275
MGC=F,2015-11,2015-11-17,256,2513.4170857513045
MGC=F,2015-12,2015-12-16,259,2513.2576171924447
MGC=F,2016-01,2016-01-19,257,2508.8556728151934
MGC=F,2016-02,2016-02-16,259,2508.572493513978
MGC=F,2016-03,2016-03-16,257,2510.1519242200775
MGC=F,2016-04,2016-04-16,255,2509.652363914014
MGC=F,2016-05,2016-05-17,256,2508.636316889588
MGC=F,2016-06,2016-06-16,260,2509.2021302966646
MGC=F,2016-07,2016-07-16,258,2509.4705131573355
MGC=F,2016-08,2016-08-16,257,2510.390009268015
MGC=F,2016-09,2016-09-16,259,2512.849204702876
MGC=F,2016-10,2016-10-18,255,2509.4436436613114
MGC=F,2016-11,2016-11-16,259,2510.595933808919
MGC=F,2016-12,2016-12-16,258,2508.4709219748884
MGC=F,2017-01,2017-01-18,259,2509.07011817939
MGC=F,2017-02,2017-02-16,259,2509.062566511378
MGC=F,2017-03,2017-03-16,255,2511.4331843803343
MGC=F,2017-04,2017-04-18,259,2510.6534692097066
MGC=F,2017-05,2017-05-16,259,2509.0213468727948
MGC=F,2017-06,2017-06-16,256,2509.848980942089
MGC=F,2017-07,2017-07-18,256,2509.4711052128464
MGC=F,2017-08,2017-08-16,258,2510.468108152044
MGC=F,2017-09,2017-09-16,257,2513.0029352365787
MGC=F,2017-10,2017-10-17,255,2510.352904775122
MGC=F,2017-11,2017-11-16,255,2513.3659331821686
MGC=F,2017-12,2017-12-16,256,2510.603905646607
MGC=F,2018-01,2018-01-17,258,2509.1288994642855
MGC=F,2018-02,2018-02-16,256,2509.9729739138843
MGC=F,2018-03,2018-03-16,259,2508.9560487517087
MGC=F,2018-04,2018-04-17,260,2509.375717136561
MGC=F,2018-05,2018-05-16,255,2510.89158452806
MGC=F,2018-06,2018-06-16,257,2511.960015821795
MGC=F,2018-07,2018-07-17,259,2510.0043543074885
MGC=F,2018-08,2018-08-16,255,2510.1526440602397
MGC=F,2018-09,2018-09-19,256,2510.2535686887727
MGC=F,2018-10,2018-10-16,255,2511.547923844333
MGC=F,2018-11,2018-11-16,255,2510.803613035693
MGC=F,2018-12,2018-12-18,260,2513.2855974091212
MGC=F,2019-01,2019-01-17,257,2508.727458300937
MGC=F,2019-02,2019-02-16,259,2509.212387700745
MGC=F,2019-03,2019-03-16,256,2511.28283057195
MGC=F,2019-04,2019-04-16,255,2513.3862036512064
MGC=F,2019-05,2019-05-16,259,2508.690504218272
MGC=F,2019-06,2019-06-18,257,2510.3301294961907
MGC=F,2019-07,2019-07-16,255,2510.040622578273
MGC=F,2019-08,2019-08-16,260,2509.6759973706
MGC=F,2019-09,2019-09-18,255,2508.579593412268
MGC=F,2019-10,2019-10-16,258,2508.716940727352
MGC=F,2019-11,2019-11-16,258,2508.6832740052027
MGC=F,2019-12,2019-12-17,258,2510.1159106368877
MGC=F,2020-01,2020-01-17,259,2510.117340986013
MGC=F,2020-02,2020-02-18,255,2509.472139491257
MGC=F,2020-03,2020-03-17,257,2512.9335390386586
MGC=F,2020-04,2020-04-16,255,2512.0383296884343
MGC=F,2020-05,2020-05-16,255,2513.109389027983
MGC=F,2020-06,2020-06-16,258,2513.1116029980635
MGC=F,2020-07,2020-07-16,258,2511.302422906632
MGC=F,2020-08,2020-08-18,259,2509.0343448175104
MGC=F,2020-09,2020-09-16,260,2509.271882634575
MGC=F,2020-10,2020-10-16,260,2511.5970255021766
MGC=F,2020-11,2020-11-17,256,2511.0251444691166
MGC=F,2020-12,2020-12-16,258,2511.6760949881723
MGC=F,2021-01,2021-01-19,260,2512.326013047131
MGC=F,2021-02,2021-02-16,256,2512.173875410815
MGC=F,2021-03,2021-03-16,259,2513.2601112835837
MGC=F,2021-04,2021-04-16,257,2509.2539114882247
MGC=F,2021-05,2021-05-18,255,2512.760939387544
MGC=F,2021-06,2021-06-16,258,2509.6726098056697
MGC=F,2021-07,2021-07-16,257,2511.718001543603
MGC=F,2021-08,2021-08-17,259,2508.809700371109
MGC=F,2021-09,2021-09-16,256,2508.896974722436
